claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_indicator,adjuster_id
CLM0000312,POL0062828,CUST011147,2025-03-20,Dental,50000.0,Approved,22.0,0,ADJ046
CLM0000313,POL0037881,CUST008435,2024-04-16,Liability,27122.82,Approved,29.0,0,ADJ041
CLM0000314,POL0042631,CUST006422,2021-07-25,Dental,50000.0,Approved,67.0,0,ADJ033
CLM0000315,POL0048423,CUST010176,2023-05-14,Theft,28268.41,Approved,13.0,0,ADJ015
CLM0000316,POL0020218,CUST000905,2024-05-31,Water Damage,43324.29,Approved,41.0,0,ADJ025
CLM0000317,POL0028651,CUST011504,2025-04-30,Medical,50000.0,Approved,68.0,0,ADJ004
CLM0000318,POL0070460,CUST014506,2024-11-29,Theft,4459.07,Approved,16.0,0,ADJ039
CLM0000319,POL0044485,CUST005959,2022-10-31,Water Damage,83235.36,Approved,14.0,0,ADJ001
CLM0000320,POL0006193,CUST012895,2022-02-11,Vision,50000.0,Approved,38.0,0,ADJ046
CLM0000321,POL0036480,CUST000613,2024-04-04,Theft,179836.78,Approved,144.0,0,ADJ016
CLM0000322,POL0030140,CUST009791,2025-05-17,Theft,17577.86,Approved,27.0,0,ADJ009
CLM0000323,POL0040031,CUST005949,2025-04-01,Vandalism,7833.07,Approved,50.0,0,ADJ045
CLM0000324,POL0038614,CUST008406,2025-05-29,Theft,6078.29,Approved,20.0,0,ADJ023
CLM0000325,POL0023651,CUST004086,2020-06-04,Theft,39058.25,Approved,85.0,0,ADJ005
CLM0000326,POL0055134,CUST014594,2025-02-02,Liability,73681.04,Approved,161.0,0,ADJ031
CLM0000327,POL0070977,CUST013107,2025-02-05,Storm,50324.36,Under Investigation,,0,ADJ010
CLM0000328,POL0025908,CUST003827,2022-01-10,Liability,1819.5,Under Investigation,,0,ADJ020
CLM0000329,POL0029309,CUST001093,2021-11-27,Liability,4983.37,Approved,19.0,0,ADJ026
CLM0000330,POL0040907,CUST000437,2020-07-23,Critical Illness,589530.95,Approved,7.0,0,ADJ004
CLM0000331,POL0047713,CUST000813,2025-05-19,Critical Illness,269819.53,Approved,102.0,0,ADJ013
CLM0000332,POL0069355,CUST010314,2024-04-23,Water Damage,162431.63,Pending,,0,ADJ043
CLM0000333,POL0016014,CUST001487,2023-07-26,Liability,16211.05,Approved,5.0,0,ADJ045
CLM0000334,POL0058668,CUST009922,2021-10-27,Disability,462256.73,Approved,56.0,0,ADJ006
CLM0000336,POL0007796,CUST004148,2023-03-20,Fire,8948.16,Approved,5.0,0,ADJ033
CLM0000337,POL0056278,CUST005590,2020-10-07,Vision,34034.62,Approved,77.0,0,ADJ018
CLM0000338,POL0047876,CUST012757,2025-03-11,Theft,6723.12,Approved,41.0,0,ADJ033
CLM0000339,POL0028447,CUST006285,2023-03-01,Collision,18964.3,Under Investigation,,0,ADJ027
CLM0000340,POL0042040,CUST000552,2022-05-21,Liability,25488.18,Approved,13.0,0,ADJ005
CLM0000341,POL0000933,CUST013103,2024-12-12,Medical,50000.0,Approved,3.0,0,ADJ041
CLM0000342,POL0016490,CUST014484,2022-09-12,Collision,7164.77,Approved,36.0,0,ADJ011
CLM0000343,POL0072689,CUST006191,2024-03-02,Death,1104210.41,Approved,22.0,0,ADJ002
CLM0000344,POL0048472,CUST002704,2021-07-04,Collision,31759.92,Approved,9.0,0,ADJ027
CLM0000345,POL0057975,CUST007025,2022-09-22,Dental,50000.0,Approved,29.0,0,ADJ022
CLM0000346,POL0027555,CUST009073,2021-08-26,Theft,79221.22,Approved,1.0,0,ADJ050
CLM0000347,POL0028601,CUST010693,2022-05-17,Collision,11667.03,Approved,35.0,0,ADJ032
CLM0000348,POL0060954,CUST002844,2024-07-04,Collision,13715.36,Approved,6.0,0,ADJ045
CLM0000350,POL0039829,CUST005395,2023-06-24,Disability,122519.35,Approved,31.0,0,ADJ046
CLM0000351,POL0039613,CUST012005,2023-07-16,Critical Illness,200201.83,Approved,97.0,0,ADJ014
CLM0000352,POL0036208,CUST004808,2021-01-26,Comprehensive,13980.18,Approved,34.0,0,ADJ007
CLM0000353,POL0026944,CUST014257,2021-02-02,Water Damage,30524.5,Approved,62.0,0,ADJ022
CLM0000354,POL0005660,CUST006752,2022-05-31,Death,413028.23,Approved,280.0,0,ADJ046
CLM0000356,POL0039113,CUST008273,2022-12-02,Theft,24884.34,Approved,4.0,0,ADJ040
CLM0000357,POL0040644,CUST006848,2020-08-24,Collision,4897.0,Approved,97.0,0,ADJ049
CLM0000358,POL0035717,CUST000235,2023-10-12,Water Damage,34014.16,Approved,16.0,0,ADJ050
CLM0000359,POL0004772,CUST013517,2022-10-24,Storm,120368.77,Approved,33.0,0,ADJ017
CLM0000360,POL0026988,CUST013018,2025-06-18,Medical Emergency,8128.29,Approved,8.0,0,ADJ029
CLM0000361,POL0030847,CUST006033,2025-06-30,Critical Illness,399332.8,Approved,15.0,1,ADJ007
CLM0000362,POL0041479,CUST000524,2025-03-02,Vandalism,19580.47,Approved,75.0,0,ADJ035
CLM0000363,POL0011453,CUST012301,2020-12-30,Mental Health,7010.69,Approved,26.0,0,ADJ023
CLM0000365,POL0016205,CUST002297,2025-05-16,Lost Luggage,7557.76,Denied,14.0,0,ADJ022
CLM0000366,POL0018814,CUST008603,2022-06-20,Critical Illness,834490.79,Approved,142.0,0,ADJ037
CLM0000367,POL0011704,CUST010035,2025-07-02,Mental Health,10647.99,Approved,12.0,0,ADJ027
CLM0000368,POL0031473,CUST001888,2023-01-27,Medical,50000.0,Pending,,0,ADJ013
CLM0000369,POL0041707,CUST010094,2021-10-11,Water Damage,29755.15,Approved,7.0,0,ADJ004
CLM0000370,POL0028548,CUST010339,2022-10-20,Death,201823.12,Approved,18.0,0,ADJ038
CLM0000372,POL0064600,CUST008956,2025-03-29,Critical Illness,375776.92,Approved,66.0,0,ADJ042
CLM0000373,POL0003926,CUST001947,2025-02-24,Disability,576343.48,Approved,30.0,0,ADJ002
CLM0000375,POL0029786,CUST001833,2024-05-03,Comprehensive,14950.51,Approved,8.0,0,ADJ004
CLM0000376,POL0023333,CUST006734,2023-11-27,Comprehensive,13242.45,Approved,119.0,0,ADJ018
CLM0000377,POL0046334,CUST011338,2025-06-27,Liability,4929.85,Approved,5.0,0,ADJ006
CLM0000378,POL0072598,CUST004069,2021-09-19,Death,241109.0,Approved,128.0,0,ADJ046
CLM0000379,POL0012041,CUST011679,2023-10-02,Mental Health,50000.0,Denied,3.0,1,ADJ032
CLM0000380,POL0062164,CUST013379,2022-11-09,Theft,9444.4,Denied,8.0,0,ADJ015
CLM0000382,POL0023267,CUST002400,2025-06-04,Theft,15821.0,Approved,6.0,0,ADJ046
CLM0000383,POL0003318,CUST014382,2025-01-15,Lost Luggage,10000.0,Approved,37.0,0,ADJ039
CLM0000384,POL0069294,CUST012035,2022-11-01,Mental Health,13051.63,Approved,15.0,0,ADJ033
CLM0000385,POL0010514,CUST012579,2023-11-08,Liability,5997.18,Approved,32.0,0,ADJ002
CLM0000386,POL0016711,CUST013751,2021-08-28,Theft,49647.12,Approved,11.0,0,ADJ015
CLM0000387,POL0047945,CUST001210,2024-09-18,Death,773221.63,Approved,32.0,0,ADJ036
CLM0000388,POL0020739,CUST010878,2025-06-03,Vision,14718.49,Approved,2.0,0,ADJ008
CLM0000389,POL0014645,CUST013903,2025-06-27,Collision,11094.27,Approved,27.0,0,ADJ003
CLM0000390,POL0012974,CUST009742,2024-07-02,Theft,15631.16,Approved,66.0,0,ADJ029
CLM0000391,POL0014574,CUST006814,2022-07-30,Vandalism,2111.66,Approved,3.0,0,ADJ015
CLM0000392,POL0022880,CUST014367,2021-05-28,Liability,12345.65,Approved,84.0,1,ADJ041
CLM0000393,POL0074815,CUST014808,2024-07-22,Fire,49204.72,Approved,12.0,0,ADJ033
CLM0000394,POL0064945,CUST003097,2022-07-08,Lost Luggage,10000.0,Denied,12.0,0,ADJ020
CLM0000395,POL0029808,CUST008893,2021-01-24,Liability,60603.06,Denied,42.0,0,ADJ045
CLM0000396,POL0050789,CUST004300,2022-06-03,Mental Health,26418.94,Approved,62.0,0,ADJ048
CLM0000397,POL0005326,CUST013319,2024-09-19,Vision,40364.53,Approved,23.0,0,ADJ024
CLM0000398,POL0014840,CUST011916,2025-04-18,Fire,21679.33,Pending,,0,ADJ010
CLM0000400,POL0047918,CUST005312,2022-11-07,Comprehensive,95325.09,Approved,101.0,0,ADJ027
CLM0000401,POL0006331,CUST007726,2021-03-14,Theft,156633.37,Under Investigation,,0,ADJ046
CLM0000402,POL0014449,CUST001747,2025-05-21,Property,12593.64,Denied,84.0,0,ADJ030
CLM0000403,POL0004632,CUST006840,2024-03-31,Property,7849.63,Approved,3.0,0,ADJ049
CLM0000404,POL0045719,CUST013310,2022-11-04,Death,318746.37,Pending,,0,ADJ022
CLM0000405,POL0031276,CUST006458,2024-09-19,Vision,50000.0,Approved,20.0,0,ADJ021
CLM0000406,POL0066553,CUST013572,2025-06-28,Dental,24431.13,Denied,103.0,0,ADJ009
CLM0000407,POL0072896,CUST012523,2022-02-14,Vision,50000.0,Approved,63.0,0,ADJ029
CLM0000408,POL0032250,CUST000799,2025-06-30,Liability,4283.08,Approved,7.0,0,ADJ045
CLM0000409,POL0045879,CUST014497,2023-01-13,Collision,4658.22,Approved,22.0,0,ADJ038
CLM0000410,POL0033584,CUST000121,2021-09-17,Medical Emergency,6803.68,Approved,57.0,0,ADJ002
CLM0000411,POL0004832,CUST005506,2023-01-30,Death,373307.37,Denied,27.0,0,ADJ042
CLM0000412,POL0021017,CUST007148,2023-09-07,Vandalism,17813.25,Approved,17.0,0,ADJ031
CLM0000413,POL0040647,CUST002077,2021-07-27,Vision,50000.0,Approved,61.0,0,ADJ046
CLM0000414,POL0028474,CUST009692,2025-03-12,Vandalism,43632.04,Approved,42.0,0,ADJ005
CLM0000415,POL0010293,CUST013105,2025-04-15,Theft,4494.35,Approved,9.0,0,ADJ008
CLM0000417,POL0034689,CUST006605,2023-03-20,Death,104948.33,Approved,38.0,0,ADJ023
CLM0000418,POL0024287,CUST010977,2025-05-20,Theft,16467.17,Approved,5.0,0,ADJ042
CLM0000419,POL0004934,CUST006845,2021-02-21,Storm,57717.55,Approved,4.0,0,ADJ014
CLM0000420,POL0028264,CUST009041,2024-09-27,Medical,155559.08,Approved,59.0,0,ADJ004
CLM0000421,POL0052050,CUST000914,2025-02-21,Theft,33986.48,Approved,16.0,0,ADJ029
CLM0000422,POL0022459,CUST003640,2024-07-03,Disability,526424.31,Approved,196.0,0,ADJ003
CLM0000423,POL0022064,CUST011757,2024-10-15,Disability,1187432.28,Approved,4.0,0,ADJ048
CLM0000424,POL0003257,CUST009353,2023-12-01,Medical Emergency,7724.34,Denied,39.0,0,ADJ047
CLM0000425,POL0039900,CUST000833,2021-08-24,Collision,9765.81,Approved,8.0,0,ADJ014
CLM0000426,POL0022294,CUST013741,2024-03-04,Theft,45581.7,Under Investigation,,0,ADJ039
CLM0000427,POL0022908,CUST002856,2022-03-04,Theft,91978.0,Approved,44.0,0,ADJ044
CLM0000428,POL0065464,CUST007222,2022-07-06,Death,638391.31,Approved,18.0,0,ADJ031
CLM0000429,POL0031945,CUST001996,2021-12-18,Vandalism,15410.78,Approved,20.0,0,ADJ034
CLM0000430,POL0001145,CUST002528,2025-06-23,Fire,10450.0,Approved,19.0,0,ADJ001
CLM0000431,POL0031919,CUST003137,2025-04-24,Disability,526266.5,Denied,24.0,0,ADJ044
CLM0000433,POL0015375,CUST003394,2023-01-06,Liability,3431.27,Denied,12.0,0,ADJ022
CLM0000435,POL0073709,CUST013516,2021-06-23,Critical Illness,159430.26,Approved,185.0,0,ADJ014
CLM0000436,POL0052297,CUST012069,2022-12-14,Mental Health,50000.0,Approved,43.0,0,ADJ022
CLM0000437,POL0006637,CUST002105,2024-11-28,Disability,786028.93,Approved,89.0,0,ADJ014
CLM0000438,POL0008903,CUST003523,2023-12-30,Critical Illness,279821.0,Approved,9.0,0,ADJ019
CLM0000439,POL0073857,CUST011595,2022-01-05,Collision,9843.19,Approved,25.0,0,ADJ049
CLM0000440,POL0060989,CUST000836,2024-06-10,Vandalism,3023.11,Approved,3.0,0,ADJ007
CLM0000441,POL0021700,CUST009791,2025-03-31,Death,697308.0,Approved,167.0,1,ADJ017
CLM0000442,POL0012077,CUST009765,2025-06-01,Medical Emergency,10000.0,Approved,17.0,0,ADJ044
CLM0000443,POL0005678,CUST014880,2023-07-28,Theft,204484.36,Approved,59.0,0,ADJ030
CLM0000444,POL0057520,CUST012579,2023-02-05,Collision,4157.03,Approved,35.0,0,ADJ029
CLM0000445,POL0074380,CUST013828,2024-03-13,Theft,14178.67,Approved,17.0,0,ADJ048
CLM0000446,POL0045557,CUST006442,2022-03-15,Water Damage,48433.2,Pending,,0,ADJ049
CLM0000447,POL0036287,CUST012513,2022-05-31,Vandalism,30739.33,Under Investigation,,0,ADJ007
CLM0000448,POL0043626,CUST014439,2023-01-18,Storm,28169.75,Approved,74.0,0,ADJ038
CLM0000449,POL0011663,CUST005943,2025-05-30,Comprehensive,1299.17,Approved,13.0,0,ADJ048
CLM0000450,POL0060374,CUST007716,2022-12-07,Comprehensive,3672.99,Approved,68.0,0,ADJ005
CLM0000451,POL0028539,CUST014093,2023-07-17,Liability,21032.24,Approved,130.0,0,ADJ006
CLM0000452,POL0026949,CUST004199,2024-10-20,Vision,8289.55,Approved,9.0,0,ADJ020
CLM0000453,POL0028876,CUST004387,2025-04-11,Theft,2623.96,Pending,,0,ADJ005
CLM0000454,POL0019521,CUST013489,2025-06-10,Vision,22356.75,Approved,61.0,0,ADJ013
CLM0000455,POL0067268,CUST000985,2020-08-30,Death,782375.16,Approved,31.0,0,ADJ040
CLM0000456,POL0000031,CUST003728,2023-03-14,Death,340135.0,Approved,47.0,0,ADJ025
CLM0000457,POL0006549,CUST013262,2025-06-04,Critical Illness,145308.0,Approved,20.0,0,ADJ005
CLM0000458,POL0011531,CUST003741,2022-05-07,Vandalism,159627.1,Approved,73.0,0,ADJ031
CLM0000459,POL0041905,CUST009518,2024-04-05,Medical,32814.89,Denied,59.0,0,ADJ014
CLM0000460,POL0024627,CUST014275,2023-12-27,Theft,70793.74,Approved,61.0,0,ADJ017
CLM0000461,POL0073686,CUST012056,2022-03-23,Dental,50000.0,Approved,8.0,0,ADJ001
CLM0000462,POL0038906,CUST010354,2023-04-29,Liability,12053.12,Approved,34.0,0,ADJ013
CLM0000463,POL0039227,CUST002897,2022-01-08,Critical Illness,338654.89,Under Investigation,,1,ADJ016
CLM0000464,POL0004872,CUST000692,2022-09-17,Collision,32929.08,Approved,16.0,0,ADJ044
CLM0000465,POL0073781,CUST012725,2024-02-22,Dental,29923.99,Denied,6.0,0,ADJ018
CLM0000466,POL0001826,CUST010014,2024-01-30,Fire,143820.52,Approved,38.0,0,ADJ013
CLM0000467,POL0039621,CUST004661,2025-03-04,Critical Illness,156351.62,Approved,46.0,0,ADJ014
CLM0000468,POL0058423,CUST009862,2022-01-04,Vandalism,15906.44,Under Investigation,,0,ADJ012
CLM0000469,POL0021921,CUST002178,2024-03-17,Storm,13315.85,Approved,8.0,0,ADJ007
CLM0000470,POL0009209,CUST000626,2025-01-30,Theft,27386.64,Pending,,0,ADJ036
CLM0000471,POL0011098,CUST000723,2024-11-19,Theft,18891.32,Pending,,0,ADJ013
CLM0000475,POL0054614,CUST012071,2025-01-02,Theft,18552.34,Approved,71.0,0,ADJ007
CLM0000477,POL0061879,CUST004128,2025-06-29,Trip Cancellation,10000.0,Approved,0.0,0,ADJ021
CLM0000478,POL0015092,CUST004803,2024-12-05,Dental,3773.8,Approved,0.0,0,ADJ033
CLM0000479,POL0054685,CUST001615,2023-10-26,Cyber,30696.88,Approved,32.0,0,ADJ031
CLM0000481,POL0037953,CUST008813,2023-04-06,Disability,500941.36,Approved,31.0,0,ADJ035
CLM0000482,POL0005120,CUST008936,2023-07-19,Vandalism,4198.79,Denied,40.0,0,ADJ017
CLM0000483,POL0016907,CUST011792,2025-05-29,Death,1455418.39,Approved,74.0,0,ADJ038
CLM0000484,POL0063967,CUST006850,2022-06-20,Liability,57511.73,Approved,81.0,0,ADJ046
CLM0000485,POL0046637,CUST008846,2021-05-27,Theft,8868.14,Approved,1.0,0,ADJ027
CLM0000487,POL0007489,CUST002371,2025-05-24,Comprehensive,15814.87,Under Investigation,,0,ADJ028
CLM0000488,POL0043667,CUST004679,2022-01-04,Medical,9367.94,Approved,3.0,0,ADJ009
CLM0000489,POL0028024,CUST006707,2023-08-11,Water Damage,21294.86,Approved,3.0,0,ADJ001
CLM0000491,POL0004431,CUST014548,2022-02-01,Fire,11984.57,Denied,4.0,0,ADJ043
CLM0000492,POL0033795,CUST004938,2020-10-29,Water Damage,20988.24,Approved,15.0,0,ADJ004
CLM0000493,POL0043882,CUST003823,2023-03-01,Critical Illness,567748.76,Approved,0.0,0,ADJ024
CLM0000494,POL0074015,CUST006013,2022-09-03,Comprehensive,8394.44,Approved,20.0,0,ADJ040
CLM0000495,POL0065399,CUST001045,2025-06-07,Vandalism,21250.14,Approved,97.0,0,ADJ038
CLM0000496,POL0070834,CUST003767,2025-05-02,Medical,34482.42,Approved,17.0,0,ADJ025
CLM0000497,POL0013411,CUST010416,2023-06-27,Vision,18793.61,Denied,19.0,0,ADJ046
CLM0000498,POL0051647,CUST013839,2024-02-26,Mental Health,18123.84,Approved,12.0,0,ADJ028
CLM0000499,POL0068750,CUST005720,2025-04-14,Fire,44305.51,Approved,33.0,0,ADJ008
CLM0000500,POL0049185,CUST002849,2022-05-08,Disability,527179.26,Approved,8.0,0,ADJ021
CLM0000501,POL0061154,CUST011371,2025-01-22,Comprehensive,99323.6,Approved,13.0,0,ADJ027
CLM0000502,POL0037141,CUST014367,2022-07-16,Liability,6234.93,Approved,14.0,0,ADJ039
CLM0000503,POL0044433,CUST014709,2025-03-09,Medical,11425.6,Approved,21.0,0,ADJ042
CLM0000504,POL0070641,CUST003855,2022-05-20,Mental Health,50000.0,Approved,15.0,0,ADJ019
CLM0000505,POL0035242,CUST010127,2021-06-05,Liability,181686.8,Approved,297.0,0,ADJ046
CLM0000506,POL0022260,CUST004901,2023-12-17,Critical Illness,313542.89,Approved,26.0,0,ADJ023
CLM0000508,POL0017948,CUST009694,2025-05-28,Disability,486229.3,Approved,207.0,0,ADJ027
CLM0000509,POL0028611,CUST009688,2021-01-27,Liability,8340.36,Approved,80.0,0,ADJ048
CLM0000510,POL0060988,CUST011049,2021-04-21,Critical Illness,153925.76,Approved,25.0,0,ADJ043
CLM0000511,POL0058995,CUST007206,2024-09-11,Workers Comp,15354.1,Approved,4.0,0,ADJ002
CLM0000512,POL0067272,CUST002883,2022-10-04,Death,472843.04,Under Investigation,,0,ADJ021
CLM0000513,POL0010966,CUST000445,2020-01-20,Disability,144301.18,Approved,50.0,1,ADJ027
CLM0000514,POL0074722,CUST008736,2021-01-30,Medical Emergency,8200.72,Approved,7.0,0,ADJ034
CLM0000515,POL0033184,CUST000814,2023-04-18,Disability,551249.6,Approved,38.0,1,ADJ036
CLM0000516,POL0069582,CUST011931,2021-11-08,Death,440522.47,Approved,84.0,0,ADJ001
CLM0000517,POL0005865,CUST014578,2023-07-04,Collision,13101.27,Approved,30.0,0,ADJ023
CLM0000518,POL0067119,CUST014758,2021-08-11,Theft,25139.83,Approved,21.0,0,ADJ040
CLM0000519,POL0072646,CUST002704,2021-08-18,Death,518153.14,Approved,108.0,0,ADJ008
CLM0000520,POL0024350,CUST011590,2022-07-15,Mental Health,9557.8,Approved,19.0,0,ADJ037
CLM0000521,POL0052554,CUST010821,2025-05-06,Medical,6404.19,Approved,20.0,0,ADJ046
CLM0000522,POL0005303,CUST002021,2025-02-16,Mental Health,25524.78,Approved,24.0,0,ADJ008
CLM0000523,POL0042496,CUST012395,2023-05-26,Dental,50000.0,Approved,1.0,0,ADJ030
CLM0000524,POL0062816,CUST005795,2024-06-07,Theft,129029.11,Approved,42.0,0,ADJ025
CLM0000525,POL0001966,CUST014918,2024-04-17,Comprehensive,3400.46,Approved,12.0,0,ADJ008
CLM0000526,POL0040175,CUST012426,2024-11-28,Vandalism,18175.26,Approved,4.0,0,ADJ044
CLM0000527,POL0025416,CUST007305,2021-09-25,Vandalism,10343.48,Approved,103.0,0,ADJ004
CLM0000528,POL0042933,CUST010530,2025-01-17,Comprehensive,12344.78,Approved,57.0,0,ADJ035
CLM0000529,POL0067156,CUST011894,2025-05-20,Theft,37355.25,Pending,,0,ADJ035
CLM0000530,POL0042738,CUST000100,2022-04-16,Dental,50000.0,Approved,27.0,0,ADJ010
CLM0000531,POL0004574,CUST007224,2025-05-18,Death,569800.43,Approved,234.0,1,ADJ050
CLM0000532,POL0023985,CUST011436,2023-01-02,Storm,5854.14,Denied,9.0,1,ADJ034
CLM0000533,POL0064068,CUST001458,2024-08-15,Liability,12065.11,Approved,58.0,0,ADJ047
CLM0000534,POL0017913,CUST010062,2025-04-17,Death,838088.26,Under Investigation,,1,ADJ016
CLM0000535,POL0032049,CUST010511,2022-01-11,Water Damage,85735.0,Approved,7.0,0,ADJ011
CLM0000536,POL0018182,CUST004510,2022-10-28,Cyber,50262.89,Denied,86.0,1,ADJ035
CLM0000537,POL0058598,CUST007038,2025-07-01,Death,1173892.47,Under Investigation,,1,ADJ027
CLM0000538,POL0032698,CUST001213,2023-02-17,Disability,333968.49,Pending,,0,ADJ020
CLM0000540,POL0020933,CUST003680,2023-11-28,Vandalism,78653.86,Approved,45.0,0,ADJ008
CLM0000541,POL0013804,CUST008252,2025-05-29,Fire,7292.06,Approved,0.0,0,ADJ004
CLM0000542,POL0027150,CUST012258,2025-05-18,Vandalism,5440.57,Approved,24.0,0,ADJ036
CLM0000543,POL0033829,CUST003990,2025-07-02,Liability,42497.9,Approved,57.0,0,ADJ002
CLM0000544,POL0074198,CUST006540,2023-04-29,Disability,610278.89,Approved,169.0,0,ADJ049
CLM0000545,POL0004732,CUST011004,2024-11-08,Theft,17420.19,Approved,101.0,0,ADJ026
CLM0000546,POL0072904,CUST003284,2025-04-24,Dental,6834.49,Pending,,0,ADJ030
CLM0000547,POL0048667,CUST005718,2023-06-10,Disability,205350.59,Approved,146.0,0,ADJ013
CLM0000549,POL0052893,CUST003437,2024-12-03,Disability,612063.64,Approved,3.0,0,ADJ018
CLM0000550,POL0016919,CUST005510,2023-07-06,Storm,54673.61,Approved,23.0,0,ADJ043
CLM0000551,POL0011262,CUST001562,2024-02-16,Vision,50000.0,Approved,2.0,0,ADJ029
CLM0000552,POL0024896,CUST001097,2024-01-29,Theft,5500.91,Approved,24.0,0,ADJ042
CLM0000553,POL0022788,CUST013028,2021-08-19,Disability,395864.98,Approved,107.0,0,ADJ001
CLM0000554,POL0037201,CUST013669,2025-02-27,Theft,36957.21,Approved,84.0,0,ADJ003
CLM0000555,POL0011979,CUST002811,2025-04-22,Storm,185591.69,Approved,89.0,0,ADJ045
CLM0000556,POL0061347,CUST005696,2022-12-28,Medical,50000.0,Approved,31.0,0,ADJ017
CLM0000557,POL0052656,CUST011885,2024-05-24,Death,212224.65,Approved,57.0,0,ADJ007
CLM0000558,POL0058266,CUST014718,2023-04-29,Vision,50000.0,Approved,14.0,0,ADJ040
CLM0000559,POL0006773,CUST013483,2025-04-09,Critical Illness,229276.89,Approved,45.0,0,ADJ040
CLM0000560,POL0043575,CUST010026,2024-12-27,Mental Health,43271.32,Approved,4.0,0,ADJ030
CLM0000561,POL0027632,CUST007217,2025-06-13,Comprehensive,23698.85,Approved,27.0,0,ADJ045
CLM0000562,POL0008883,CUST008945,2024-06-30,Liability,61754.16,Approved,22.0,0,ADJ013
CLM0000563,POL0046976,CUST009865,2025-03-30,Collision,15910.5,Approved,69.0,0,ADJ004
CLM0000564,POL0041263,CUST003617,2021-06-10,Medical,11968.71,Approved,2.0,0,ADJ030
CLM0000565,POL0031705,CUST001130,2023-01-23,Critical Illness,207535.0,Under Investigation,,0,ADJ025
CLM0000566,POL0022481,CUST006457,2022-04-03,Trip Cancellation,10000.0,Approved,14.0,0,ADJ042
CLM0000567,POL0014488,CUST004677,2023-06-24,Liability,36039.62,Approved,1.0,0,ADJ039
CLM0000568,POL0044805,CUST000203,2025-04-10,Comprehensive,53857.27,Approved,110.0,0,ADJ004
CLM0000569,POL0043960,CUST002513,2023-05-21,Liability,19493.67,Approved,11.0,0,ADJ029
CLM0000570,POL0066512,CUST014860,2025-05-27,Theft,45094.25,Approved,7.0,0,ADJ005
CLM0000571,POL0063161,CUST010419,2025-06-28,Vision,7716.52,Approved,76.0,1,ADJ035
CLM0000572,POL0005925,CUST012103,2024-11-10,Collision,3631.72,Approved,23.0,0,ADJ009
CLM0000573,POL0013217,CUST014835,2024-11-30,Vision,50000.0,Approved,8.0,0,ADJ017
CLM0000575,POL0034774,CUST013452,2021-04-03,Vision,43802.08,Approved,8.0,0,ADJ005
CLM0000576,POL0028455,CUST000872,2022-06-23,Liability,9031.31,Approved,15.0,0,ADJ018
CLM0000577,POL0064913,CUST000951,2023-12-05,Fire,46236.19,Approved,31.0,0,ADJ046
CLM0000578,POL0014227,CUST008066,2023-12-01,Cyber,11362.87,Approved,26.0,0,ADJ028
CLM0000579,POL0063772,CUST010072,2025-04-08,Vandalism,66814.04,Approved,268.0,0,ADJ016
CLM0000580,POL0035026,CUST011122,2022-10-20,Liability,9083.44,Approved,24.0,0,ADJ047
CLM0000581,POL0013817,CUST008943,2020-12-09,Disability,397685.05,Approved,84.0,0,ADJ037
CLM0000582,POL0020679,CUST004221,2025-05-11,Critical Illness,299222.96,Under Investigation,,0,ADJ026
CLM0000583,POL0044571,CUST010688,2025-05-27,Theft,59399.2,Approved,54.0,0,ADJ046
CLM0000584,POL0055211,CUST003392,2025-06-12,Collision,17059.55,Approved,2.0,0,ADJ028
CLM0000585,POL0018606,CUST004738,2023-12-04,Liability,6361.82,Approved,16.0,0,ADJ046
CLM0000586,POL0006088,CUST011594,2022-11-12,Liability,4473.22,Approved,2.0,0,ADJ044
CLM0000587,POL0010332,CUST013944,2023-02-14,Comprehensive,19306.17,Approved,44.0,0,ADJ004
CLM0000588,POL0067374,CUST000558,2025-04-11,Storm,54802.67,Approved,81.0,0,ADJ009
CLM0000589,POL0070625,CUST000786,2025-05-29,Liability,66919.16,Approved,30.0,0,ADJ031
CLM0000591,POL0018146,CUST004624,2022-10-31,Theft,18944.57,Approved,46.0,0,ADJ020
