interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00000325,CUST001526,2025-06-29,Complaint,Phone,18,3,Pending,AGT031
INT00000326,CUST014581,2025-02-15,New Policy,Email,5,4,Resolved,AGT005
INT00000327,CUST005472,2025-06-23,Policy Change,Phone,18,4,Resolved,AGT188
INT00000328,CUST010355,2023-09-08,Policy Change,Email,14,3,Resolved,AGT190
INT00000329,CUST014944,2024-09-05,Claim Support,Email,21,5,Resolved,AGT054
INT00000330,CUST008398,2022-10-05,Complaint,In-Person,7,3,Resolved,AGT108
INT00000331,CUST000365,2024-09-10,Policy Change,Email,23,4,Resolved,AGT099
INT00000332,CUST006386,2022-07-04,Policy Change,Mobile App,3,3,Resolved,AGT126
INT00000333,CUST001654,2023-10-07,Claim Support,Phone,23,2,Escalated,AGT007
INT00000334,CUST000194,2025-04-01,Policy Change,Chat,30,4,Resolved,AGT029
INT00000335,CUST003000,2024-06-23,Billing Question,Chat,7,4,Resolved,AGT168
INT00000336,CUST014855,2025-02-16,Inquiry,Phone,9,4,Closed,AGT169
INT00000337,CUST007762,2024-01-20,Policy Change,Chat,9,4,Resolved,AGT170
INT00000338,CUST001142,2024-04-09,Billing Question,Chat,1,3,Resolved,AGT047
INT00000339,CUST004154,2023-10-15,Claim Support,Phone,9,2,Pending,AGT125
INT00000340,CUST012775,2025-03-04,Policy Change,Phone,6,3,Pending,AGT098
INT00000341,CUST003016,2024-04-05,Complaint,Phone,21,3,Resolved,AGT200
INT00000342,CUST014244,2025-01-29,Complaint,Phone,8,5,Resolved,AGT081
INT00000343,CUST011491,2023-12-18,Complaint,Email,9,2,Resolved,AGT056
INT00000344,CUST008320,2025-01-13,Inquiry,Phone,5,4,Resolved,AGT057
INT00000345,CUST001785,2023-11-20,Claim Support,Email,26,5,Resolved,AGT068
INT00000346,CUST012579,2023-11-10,Complaint,Chat,42,1,Resolved,AGT052
INT00000347,CUST003929,2025-03-10,Claim Support,Email,5,3,Resolved,AGT079
INT00000348,CUST012553,2024-09-20,Complaint,Chat,2,3,Pending,AGT082
INT00000349,CUST008983,2025-05-11,Policy Change,Chat,1,4,Resolved,AGT078
INT00000350,CUST005391,2025-05-21,New Policy,Chat,1,3,Resolved,AGT090
INT00000351,CUST001452,2024-07-18,New Policy,Phone,20,3,Resolved,AGT025
INT00000352,CUST007731,2024-08-08,Cancellation Request,Email,19,3,Resolved,AGT082
INT00000353,CUST009528,2022-01-14,Inquiry,Chat,1,3,Resolved,AGT016
INT00000354,CUST007816,2022-05-20,Inquiry,In-Person,33,4,Resolved,AGT063
INT00000355,CUST012883,2025-03-14,Policy Change,Email,3,5,Resolved,AGT194
INT00000356,CUST008803,2025-03-27,New Policy,Chat,20,4,Resolved,AGT191
INT00000357,CUST003473,2025-01-06,Policy Change,Chat,28,4,Closed,AGT119
INT00000358,CUST013014,2023-07-17,Complaint,Chat,4,2,Resolved,AGT026
INT00000359,CUST013885,2025-02-18,Policy Change,Email,21,2,Pending,AGT156
INT00000360,CUST004209,2025-02-09,Inquiry,Phone,19,4,Pending,AGT169
INT00000361,CUST004780,2024-02-29,Claim Support,Email,14,4,Escalated,AGT181
INT00000362,CUST005413,2020-12-25,Inquiry,Email,3,4,Pending,AGT007
INT00000363,CUST012399,2025-03-12,Inquiry,Email,10,5,Resolved,AGT030
INT00000364,CUST001502,2025-05-31,Policy Change,Chat,39,2,Pending,AGT036
INT00000365,CUST007016,2024-11-26,New Policy,Phone,14,3,Escalated,AGT182
INT00000366,CUST002197,2022-04-27,Complaint,Email,6,2,Resolved,AGT156
INT00000367,CUST000512,2022-10-03,Inquiry,In-Person,1,3,Resolved,AGT144
INT00000368,CUST008283,2022-05-03,Inquiry,Mobile App,3,5,Resolved,AGT077
INT00000369,CUST014414,2025-02-12,Inquiry,Mobile App,20,3,Resolved,AGT032
INT00000370,CUST011435,2024-11-21,Claim Support,Chat,83,3,Resolved,AGT087
INT00000371,CUST003602,2024-05-22,Complaint,In-Person,4,3,Pending,AGT093
INT00000372,CUST010877,2024-11-14,Policy Change,Phone,4,5,Resolved,AGT187
INT00000373,CUST011845,2024-11-25,Claim Support,Chat,17,3,Resolved,AGT025
INT00000374,CUST002076,2024-10-21,Policy Change,Chat,2,3,Pending,AGT067
INT00000375,CUST007963,2023-02-08,Inquiry,Email,29,4,Resolved,AGT070
INT00000376,CUST008732,2025-06-26,Inquiry,Mobile App,4,4,Pending,AGT164
INT00000377,CUST006658,2025-06-17,Cancellation Request,Phone,7,3,Resolved,AGT102
INT00000378,CUST007344,2023-06-23,Claim Support,Email,12,5,Resolved,AGT067
INT00000379,CUST012138,2024-05-11,New Policy,Mobile App,14,4,Resolved,AGT049
INT00000380,CUST010587,2025-06-25,Claim Support,Chat,24,2,Resolved,AGT049
INT00000381,CUST000771,2025-05-21,Complaint,In-Person,33,1,Pending,AGT037
INT00000382,CUST010042,2024-01-02,Policy Change,Email,12,3,Resolved,AGT070
INT00000383,CUST005445,2020-07-16,Complaint,Chat,22,4,Resolved,AGT178
INT00000384,CUST009406,2024-11-02,Policy Change,Phone,39,4,Resolved,AGT167
INT00000385,CUST012079,2025-03-02,Complaint,Phone,47,2,Resolved,AGT042
INT00000386,CUST000355,2023-05-08,Inquiry,Email,1,4,Resolved,AGT163
INT00000387,CUST007258,2024-01-05,Policy Change,Email,1,4,Resolved,AGT112
INT00000388,CUST008722,2021-02-11,Claim Support,Chat,12,3,Pending,AGT051
INT00000389,CUST006347,2022-02-17,Billing Question,Mobile App,2,3,Resolved,AGT076
INT00000390,CUST011995,2025-06-17,Policy Change,In-Person,3,2,Pending,AGT135
INT00000391,CUST008009,2023-12-02,Billing Question,Chat,2,3,Closed,AGT199
INT00000392,CUST002780,2023-05-22,Inquiry,Chat,35,5,Resolved,AGT047
INT00000393,CUST013289,2024-04-15,Complaint,Email,16,1,Escalated,AGT089
INT00000394,CUST011832,2024-03-26,New Policy,Phone,269,3,Pending,AGT132
INT00000395,CUST010067,2024-07-03,Inquiry,Phone,1,4,Resolved,AGT151
INT00000396,CUST005273,2025-04-26,Inquiry,Mobile App,7,4,Resolved,AGT134
INT00000397,CUST008668,2025-01-22,Inquiry,Chat,1,3,Resolved,AGT075
INT00000398,CUST006306,2021-03-15,Claim Support,Email,1,4,Resolved,AGT105
INT00000399,CUST003576,2023-09-13,Claim Support,Phone,1,2,Pending,AGT003
INT00000400,CUST010299,2024-11-29,Claim Support,In-Person,19,2,Resolved,AGT133
INT00000401,CUST002911,2023-01-17,Claim Support,Mobile App,9,4,Resolved,AGT049
INT00000402,CUST014472,2024-05-29,Billing Question,Phone,3,3,Resolved,AGT096
INT00000403,CUST001305,2024-03-31,Complaint,Chat,18,3,Resolved,AGT055
INT00000404,CUST001905,2025-06-06,Complaint,Chat,6,2,Resolved,AGT057
INT00000405,CUST011367,2020-10-26,Claim Support,Chat,145,2,Resolved,AGT197
INT00000406,CUST009542,2023-10-29,Inquiry,Email,3,4,Resolved,AGT108
INT00000407,CUST013222,2025-05-20,Inquiry,Phone,18,5,Resolved,AGT160
INT00000408,CUST013403,2025-06-12,Inquiry,Phone,1,4,Resolved,AGT089
INT00000409,CUST011392,2023-06-13,Complaint,Phone,26,3,Closed,AGT047
INT00000410,CUST005420,2025-05-01,Billing Question,Mobile App,1,3,Resolved,AGT182
INT00000411,CUST003093,2024-07-27,Inquiry,Email,5,3,Resolved,AGT155
INT00000412,CUST013122,2025-06-01,Claim Support,Phone,37,2,Resolved,AGT170
INT00000413,CUST009475,2025-02-13,Complaint,Email,17,2,Escalated,AGT175
INT00000414,CUST011491,2025-06-05,Policy Change,In-Person,10,4,Resolved,AGT104
INT00000415,CUST007384,2024-12-06,Billing Question,Email,3,3,Resolved,AGT078
INT00000416,CUST014485,2025-03-05,Claim Support,Phone,39,2,Resolved,AGT179
INT00000417,CUST006936,2021-01-18,Complaint,Phone,12,2,Escalated,AGT181
INT00000418,CUST014387,2024-08-17,Claim Support,Phone,28,3,Resolved,AGT112
INT00000419,CUST011719,2023-04-21,Claim Support,Mobile App,14,5,Resolved,AGT118
INT00000420,CUST009747,2025-01-02,Policy Change,Phone,24,4,Resolved,AGT120
INT00000421,CUST008930,2020-11-10,Inquiry,Email,1,3,Resolved,AGT068
INT00000422,CUST009947,2025-05-04,Inquiry,Chat,10,4,Resolved,AGT049
INT00000423,CUST000416,2025-02-17,Inquiry,Email,16,3,Escalated,AGT103
INT00000424,CUST002344,2025-02-26,Billing Question,Phone,7,3,Pending,AGT057
INT00000425,CUST011576,2023-03-24,Complaint,Mobile App,9,3,Resolved,AGT156
INT00000426,CUST014724,2024-11-03,New Policy,Phone,13,3,Resolved,AGT188
INT00000427,CUST008727,2021-12-10,Claim Support,Email,6,5,Resolved,AGT115
INT00000428,CUST012794,2025-03-10,Complaint,Chat,7,3,Pending,AGT133
INT00000429,CUST010508,2024-09-25,Complaint,Phone,7,2,Resolved,AGT017
INT00000430,CUST011530,2024-07-17,Inquiry,Email,10,4,Pending,AGT112
INT00000431,CUST004039,2023-12-18,Claim Support,Email,26,4,Resolved,AGT128
INT00000432,CUST014758,2022-11-14,Complaint,Chat,11,1,Resolved,AGT066
INT00000433,CUST002757,2023-12-19,Inquiry,Email,2,4,Resolved,AGT157
INT00000434,CUST007524,2023-10-30,Policy Change,Mobile App,6,4,Resolved,AGT061
INT00000435,CUST012768,2024-03-19,Billing Question,Phone,16,3,Resolved,AGT136
INT00000436,CUST006538,2024-11-03,Inquiry,Email,1,4,Escalated,AGT180
INT00000437,CUST012045,2024-02-22,Inquiry,Chat,5,4,Resolved,AGT036
INT00000438,CUST012751,2022-04-20,Complaint,Phone,20,3,Pending,AGT179
INT00000439,CUST010063,2024-12-04,Policy Change,Email,3,3,Pending,AGT173
INT00000440,CUST010592,2022-05-24,Claim Support,Email,8,4,Resolved,AGT058
INT00000441,CUST003063,2024-10-22,Complaint,Email,37,3,Resolved,AGT063
INT00000442,CUST007282,2023-11-20,Claim Support,Chat,9,4,Resolved,AGT089
INT00000443,CUST002892,2022-11-20,Cancellation Request,Phone,33,2,Resolved,AGT059
INT00000444,CUST007683,2025-06-20,Inquiry,Chat,1,4,Resolved,AGT101
INT00000445,CUST000466,2025-01-12,Complaint,Email,1,2,Pending,AGT166
INT00000446,CUST011429,2024-07-18,Complaint,Phone,32,3,Resolved,AGT176
INT00000447,CUST001676,2024-02-12,Inquiry,Email,2,4,Resolved,AGT111
INT00000448,CUST014300,2021-11-29,Claim Support,In-Person,1,3,Resolved,AGT040
INT00000449,CUST006175,2023-04-01,Policy Change,Phone,14,4,Resolved,AGT050
INT00000450,CUST002984,2024-05-04,Policy Change,Email,1,3,Resolved,AGT038
INT00000451,CUST013315,2021-11-23,Complaint,Email,10,2,Resolved,AGT055
INT00000452,CUST008443,2025-06-20,Inquiry,Phone,21,3,Resolved,AGT171
INT00000453,CUST000996,2025-03-30,Billing Question,Mobile App,10,4,Resolved,AGT104
INT00000454,CUST013585,2023-08-12,Inquiry,Mobile App,4,4,Resolved,AGT050
INT00000455,CUST003590,2021-03-24,Claim Support,Email,1,3,Resolved,AGT081
INT00000456,CUST005467,2022-04-02,Inquiry,Email,6,3,Resolved,AGT024
INT00000457,CUST000589,2025-01-09,Inquiry,Mobile App,3,4,Resolved,AGT160
INT00000458,CUST009072,2022-02-09,New Policy,Phone,24,3,Resolved,AGT094
INT00000459,CUST006105,2025-03-06,Complaint,Email,2,1,Closed,AGT137
INT00000460,CUST011286,2022-04-23,Policy Change,Chat,6,4,Resolved,AGT177
INT00000461,CUST005692,2022-05-31,Complaint,Email,5,2,Pending,AGT155
INT00000462,CUST012043,2023-06-19,Inquiry,Email,3,4,Resolved,AGT183
INT00000463,CUST014285,2023-10-02,Claim Support,Chat,18,5,Resolved,AGT195
INT00000464,CUST014720,2024-11-02,Complaint,Mobile App,2,2,Resolved,AGT096
INT00000465,CUST000276,2023-04-06,Inquiry,Phone,6,5,Pending,AGT179
INT00000466,CUST008744,2024-09-21,Inquiry,Chat,1,2,Resolved,AGT100
INT00000467,CUST013076,2024-08-02,Claim Support,In-Person,7,4,Closed,AGT179
INT00000468,CUST004983,2021-10-24,Policy Change,Email,29,2,Escalated,AGT090
INT00000469,CUST000507,2024-03-04,Claim Support,Email,9,4,Resolved,AGT069
INT00000470,CUST002335,2024-05-18,Complaint,Mobile App,1,3,Resolved,AGT180
INT00000471,CUST000868,2021-11-07,Policy Change,Phone,18,4,Resolved,AGT193
INT00000472,CUST003362,2024-12-31,Claim Support,Phone,3,2,Resolved,AGT189
INT00000473,CUST001229,2025-06-02,Complaint,Email,23,2,Escalated,AGT172
INT00000474,CUST012939,2024-01-21,Inquiry,Email,8,3,Resolved,AGT001
INT00000475,CUST005696,2022-03-25,Claim Support,Phone,19,1,Resolved,AGT155
INT00000476,CUST004342,2022-02-22,Policy Change,Email,4,3,Resolved,AGT140
INT00000477,CUST012933,2024-06-23,Policy Change,Email,2,3,Escalated,AGT140
INT00000478,CUST013534,2024-11-13,Complaint,Phone,17,3,Pending,AGT068
INT00000479,CUST008957,2024-04-24,Complaint,Mobile App,1,2,Resolved,AGT068
INT00000480,CUST008794,2024-02-29,Billing Question,In-Person,12,5,Resolved,AGT013
INT00000481,CUST005164,2025-02-26,Inquiry,Phone,4,4,Pending,AGT019
INT00000482,CUST012285,2025-03-03,New Policy,Chat,4,3,Pending,AGT172
INT00000483,CUST005971,2023-08-06,Complaint,In-Person,5,2,Escalated,AGT113
INT00000484,CUST009700,2024-11-27,Claim Support,Chat,4,5,Resolved,AGT089
INT00000485,CUST003439,2025-03-02,Claim Support,Chat,9,2,Closed,AGT040
INT00000486,CUST008101,2024-08-12,Billing Question,Mobile App,1,3,Resolved,AGT134
INT00000487,CUST011830,2025-06-10,Policy Change,Mobile App,7,4,Resolved,AGT167
INT00000488,CUST013135,2024-01-11,Inquiry,Phone,9,2,Escalated,AGT036
INT00000489,CUST013016,2025-05-01,Inquiry,Email,6,4,Resolved,AGT196
INT00000490,CUST001924,2024-02-19,Inquiry,Chat,52,4,Resolved,AGT080
INT00000491,CUST006945,2024-10-07,Inquiry,Mobile App,3,4,Resolved,AGT146
INT00000492,CUST014480,2024-12-14,Claim Support,Mobile App,4,4,Pending,AGT147
INT00000493,CUST004390,2023-12-09,Claim Support,Chat,45,3,Resolved,AGT069
INT00000494,CUST001126,2024-11-29,Billing Question,Phone,29,4,Resolved,AGT110
INT00000495,CUST008317,2023-10-04,Claim Support,Chat,8,4,Resolved,AGT075
INT00000496,CUST002902,2022-03-17,Policy Change,Email,33,4,Resolved,AGT028
INT00000497,CUST012579,2023-02-12,Policy Change,Phone,48,4,Resolved,AGT010
INT00000498,CUST010712,2025-01-10,Policy Change,Phone,21,4,Resolved,AGT003
INT00000499,CUST007160,2020-11-28,Inquiry,Mobile App,9,3,Resolved,AGT039
INT00000500,CUST012098,2025-06-18,Billing Question,Mobile App,4,3,Resolved,AGT013
INT00000501,CUST006817,2025-04-28,Complaint,In-Person,9,2,Resolved,AGT149
INT00000502,CUST008107,2021-06-23,Complaint,Mobile App,1,2,Resolved,AGT094
INT00000503,CUST000160,2024-12-31,Claim Support,Chat,23,4,Resolved,AGT055
INT00000504,CUST014307,2024-04-09,New Policy,Phone,11,3,Resolved,AGT092
INT00000505,CUST006484,2025-04-26,Inquiry,Mobile App,3,4,Resolved,AGT053
INT00000506,CUST002767,2024-07-13,Inquiry,Phone,2,4,Escalated,AGT090
INT00000507,CUST001618,2024-03-25,Inquiry,Phone,19,5,Resolved,AGT138
INT00000508,CUST005503,2025-03-17,Complaint,Mobile App,40,3,Closed,AGT137
INT00000509,CUST010386,2024-09-24,Billing Question,Mobile App,3,4,Resolved,AGT164
INT00000510,CUST000623,2021-07-26,Complaint,Chat,82,2,Escalated,AGT031
INT00000511,CUST007839,2025-06-03,Inquiry,Chat,20,3,Resolved,AGT030
INT00000512,CUST014448,2024-04-06,Inquiry,Phone,22,4,Pending,AGT024
INT00000513,CUST004559,2023-11-26,Policy Change,Email,2,5,Resolved,AGT166
INT00000514,CUST002605,2025-05-18,Cancellation Request,Mobile App,7,4,Resolved,AGT069
INT00000515,CUST011277,2024-12-06,Complaint,Chat,23,1,Escalated,AGT015
INT00000516,CUST006670,2024-05-11,Inquiry,Phone,3,4,Resolved,AGT151
INT00000517,CUST004484,2023-11-18,Claim Support,Mobile App,1,4,Escalated,AGT011
INT00000518,CUST005381,2025-06-06,Policy Change,In-Person,50,3,Closed,AGT116
INT00000519,CUST007439,2021-11-09,New Policy,Mobile App,25,4,Resolved,AGT041
INT00000520,CUST010025,2023-03-04,Complaint,Email,9,3,Resolved,AGT081
INT00000521,CUST009594,2024-08-26,Billing Question,Phone,1,4,Resolved,AGT120
INT00000522,CUST008372,2022-11-13,Claim Support,Email,9,3,Pending,AGT142
INT00000523,CUST008905,2025-06-24,Inquiry,Mobile App,15,3,Resolved,AGT099
INT00000524,CUST010337,2024-05-16,Complaint,Phone,17,2,Escalated,AGT122
INT00000525,CUST008459,2025-05-02,Policy Change,Phone,12,2,Pending,AGT032
INT00000526,CUST010294,2023-10-27,Complaint,Mobile App,14,3,Resolved,AGT090
INT00000527,CUST013768,2023-05-11,Claim Support,Email,1,3,Resolved,AGT172
INT00000528,CUST014222,2025-06-21,Inquiry,Email,2,2,Pending,AGT043
INT00000529,CUST007784,2024-11-12,Complaint,Mobile App,11,4,Resolved,AGT149
INT00000530,CUST007431,2025-06-07,Policy Change,Phone,7,3,Resolved,AGT072
INT00000531,CUST004996,2023-05-09,Inquiry,Phone,17,4,Resolved,AGT174
INT00000532,CUST014228,2024-02-09,Complaint,Email,7,1,Resolved,AGT021
INT00000533,CUST011776,2022-11-06,Complaint,Chat,20,2,Resolved,AGT034
INT00000534,CUST001483,2021-08-29,Claim Support,Phone,33,4,Resolved,AGT019
INT00000535,CUST000790,2024-01-03,Policy Change,Phone,7,2,Resolved,AGT080
INT00000536,CUST004583,2021-04-07,Inquiry,Chat,22,5,Resolved,AGT148
INT00000537,CUST010610,2024-08-02,Inquiry,Email,6,4,Resolved,AGT143
INT00000538,CUST001941,2024-08-18,Inquiry,Chat,6,3,Resolved,AGT116
INT00000539,CUST002807,2022-07-21,Policy Change,Email,10,3,Pending,AGT101
INT00000540,CUST006843,2024-01-29,Inquiry,Mobile App,2,3,Escalated,AGT195
INT00000541,CUST000041,2024-12-04,Complaint,Email,57,1,Escalated,AGT140
INT00000542,CUST014741,2022-06-22,Complaint,In-Person,3,2,Escalated,AGT013
INT00000543,CUST010994,2021-01-16,Complaint,Phone,5,3,Escalated,AGT111
INT00000544,CUST006185,2025-04-14,Inquiry,Phone,16,5,Resolved,AGT149
INT00000545,CUST006019,2023-02-23,Claim Support,Email,49,3,Escalated,AGT139
INT00000546,CUST012121,2025-01-24,Claim Support,Mobile App,5,3,Resolved,AGT171
INT00000547,CUST011820,2023-12-26,Claim Support,Phone,36,2,Escalated,AGT107
INT00000548,CUST001943,2023-08-10,Inquiry,Phone,20,4,Resolved,AGT126
INT00000549,CUST014585,2023-09-22,Inquiry,Email,12,4,Resolved,AGT045
INT00000550,CUST000980,2025-01-16,Complaint,In-Person,43,2,Pending,AGT062
INT00000551,CUST005662,2022-01-30,Complaint,Email,1,3,Resolved,AGT189
INT00000552,CUST010306,2024-10-11,Inquiry,Phone,1,4,Resolved,AGT182
INT00000553,CUST009387,2025-01-17,New Policy,Mobile App,33,3,Resolved,AGT061
INT00000554,CUST007240,2025-06-22,Inquiry,Chat,6,4,Escalated,AGT123
INT00000555,CUST006609,2024-12-19,Inquiry,Chat,49,3,Resolved,AGT002
INT00000556,CUST005793,2022-08-06,Inquiry,Phone,28,4,Resolved,AGT158
INT00000557,CUST008085,2024-05-29,Complaint,Phone,31,1,Resolved,AGT105
INT00000558,CUST008291,2024-01-16,Billing Question,Phone,5,2,Resolved,AGT120
INT00000559,CUST013355,2022-02-28,Inquiry,Mobile App,4,4,Pending,AGT023
INT00000560,CUST012655,2023-02-03,Inquiry,Mobile App,3,3,Resolved,AGT111
INT00000561,CUST009607,2023-02-15,Claim Support,Phone,54,3,Closed,AGT120
INT00000562,CUST010285,2024-07-15,Claim Support,Email,3,4,Resolved,AGT158
INT00000563,CUST014245,2025-01-24,Complaint,Phone,4,3,Pending,AGT007
INT00000564,CUST002076,2023-08-12,Inquiry,Chat,7,4,Resolved,AGT037
INT00000565,CUST005131,2023-03-19,Claim Support,In-Person,23,4,Resolved,AGT151
INT00000566,CUST008560,2021-01-05,Inquiry,Phone,1,4,Resolved,AGT086
INT00000567,CUST001921,2021-04-07,Claim Support,Phone,12,3,Pending,AGT189
INT00000568,CUST011096,2025-06-07,Policy Change,Email,9,3,Closed,AGT015
INT00000569,CUST013118,2021-11-13,Policy Change,In-Person,5,3,Closed,AGT152
INT00000570,CUST008947,2024-05-17,Policy Change,Phone,13,4,Resolved,AGT087
INT00000571,CUST003980,2021-10-26,Claim Support,In-Person,5,4,Resolved,AGT153
INT00000572,CUST002476,2024-10-05,Inquiry,Phone,1,4,Resolved,AGT090
INT00000573,CUST013489,2024-11-18,Policy Change,Phone,6,2,Resolved,AGT049
INT00000574,CUST014930,2023-01-09,Claim Support,Email,18,4,Resolved,AGT008
INT00000575,CUST006090,2023-12-10,Complaint,Phone,5,3,Escalated,AGT040
INT00000576,CUST007451,2024-04-01,Inquiry,Phone,8,5,Resolved,AGT176
INT00000577,CUST006638,2024-02-06,New Policy,Email,7,4,Resolved,AGT061
INT00000578,CUST004494,2025-04-29,Claim Support,Phone,132,3,Resolved,AGT063
INT00000579,CUST011258,2024-12-06,Claim Support,Mobile App,8,4,Resolved,AGT100
INT00000580,CUST007110,2025-01-07,Inquiry,Email,1,5,Resolved,AGT063
INT00000581,CUST010596,2025-03-08,Policy Change,Chat,1,4,Resolved,AGT168
INT00000582,CUST005046,2023-10-19,Complaint,Phone,1,3,Escalated,AGT140
INT00000583,CUST009232,2024-11-22,Policy Change,Mobile App,1,4,Resolved,AGT089
INT00000584,CUST010499,2021-10-15,New Policy,Phone,30,5,Resolved,AGT129
INT00000585,CUST000177,2025-04-02,Policy Change,Chat,15,5,Resolved,AGT067
INT00000586,CUST014140,2023-10-20,New Policy,Mobile App,18,3,Escalated,AGT116
INT00000587,CUST012651,2024-03-05,Inquiry,Email,3,3,Resolved,AGT049
INT00000588,CUST013603,2022-02-08,Billing Question,Email,1,3,Pending,AGT177
INT00000589,CUST009519,2025-02-13,Complaint,Phone,10,3,Pending,AGT137
INT00000590,CUST002684,2022-06-27,Inquiry,Phone,9,3,Resolved,AGT181
INT00000591,CUST006254,2024-07-28,Inquiry,In-Person,30,5,Resolved,AGT118
INT00000592,CUST006390,2024-04-01,Complaint,Chat,2,3,Resolved,AGT137
INT00000593,CUST004734,2025-02-01,Cancellation Request,Mobile App,7,4,Resolved,AGT027
INT00000594,CUST010096,2025-05-18,Claim Support,Email,6,4,Closed,AGT065
INT00000595,CUST008237,2024-08-10,Claim Support,Phone,67,4,Resolved,AGT197
INT00000596,CUST013157,2023-06-09,Inquiry,Phone,18,5,Resolved,AGT179
INT00000597,CUST002228,2024-08-11,Complaint,Email,8,3,Escalated,AGT094
INT00000598,CUST000727,2025-03-07,Inquiry,In-Person,5,4,Resolved,AGT124
INT00000599,CUST006732,2022-06-01,Claim Support,Phone,10,3,Resolved,AGT046
INT00000600,CUST007842,2025-04-17,Claim Support,Mobile App,6,4,Resolved,AGT088
INT00000601,CUST009899,2022-11-22,Policy Change,Email,17,3,Escalated,AGT131
INT00000602,CUST009559,2025-06-21,Complaint,Chat,9,2,Resolved,AGT088
INT00000603,CUST009463,2025-04-03,Inquiry,Chat,12,4,Resolved,AGT012
INT00000604,CUST011030,2024-05-30,Inquiry,Mobile App,2,2,Resolved,AGT181
INT00000605,CUST003880,2023-04-09,Inquiry,Email,10,4,Resolved,AGT099
INT00000606,CUST009525,2024-09-18,Inquiry,Chat,38,2,Pending,AGT177
INT00000607,CUST012768,2024-03-10,Policy Change,Phone,11,4,Resolved,AGT173
INT00000608,CUST003561,2023-01-20,Inquiry,Email,16,3,Resolved,AGT040
INT00000609,CUST010312,2021-12-06,Billing Question,Mobile App,40,4,Resolved,AGT159
INT00000610,CUST011115,2023-07-09,Policy Change,Phone,12,3,Closed,AGT196
INT00000611,CUST009955,2022-08-12,Inquiry,Chat,31,4,Resolved,AGT078
INT00000612,CUST005498,2024-01-12,Claim Support,Phone,35,5,Resolved,AGT039
INT00000613,CUST008510,2024-12-05,Inquiry,Email,1,4,Resolved,AGT086
INT00000614,CUST006837,2024-08-09,Billing Question,Chat,1,3,Resolved,AGT187
INT00000615,CUST009210,2024-07-19,Claim Support,Mobile App,8,4,Resolved,AGT090
INT00000616,CUST010977,2025-03-04,Inquiry,Phone,2,3,Resolved,AGT063
